"date","type","registration","operator","fat.","location","Var.7","pic","cat","occurence","year","passenger.x","passenger.y","passenger"
"18-JAN-1999","Cessna 208A Caravan I","9N-ADA","Necon Air","5","Jumla Airpor...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"20-JAN-1999","Antonov An-12B","S9-CAN","Unknown","0","Lukapa Airpo...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"21-JAN-1999","Antonov An-26","152","Nicaraguan AF","28","Bluefields A...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"22-JAN-1999","Cessna 650 Citation VII","N782QS","Executive Jet Aviation","0","Columbus-Por...",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"22-JAN-1999","Beech 1900D","N215CJ","Colgan Air","0","Hyannis-Barn...",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"25-JAN-1999","BN-2A Islander","HP-987XI","ANSA","","San Blas Air...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"28-JAN-1999","DC-9-82 (MD-82)","I-DAVN","Alitalia","0","Catania-Font...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"28-JAN-1999","Learjet 35","N130F","US Check","0","Chicago-Midw...",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"31-JAN-1999","Boeing 727-2D6","7T-VEH","Air Algérie","0","Constantine-...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"02-FEB-1999","Antonov An-12","EY-ASS","Santa Cruz Imperial, op.for Savanair (Angola)","11+ 13","Luanda-4 de ...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"02-FEB-1999","BN-2A-9 Islander","PT-KNM","Nortema Táxi Aéreo","0","Porto Velho-...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"03-FEB-1999","BN-2A-26 Islander","P2-ALH","Airlink","11","Kimbe",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"04-FEB-1999","Antonov An-26","EL-ANZ","Santa Cruz Imperial, op.for Air-Angol","0","Luzamba Airp...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"07-FEB-1999","Boeing 707-328C","9G-ROX","Avistar","0","Bratislava-I...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"08-FEB-1999","Lockheed L-188A Electra","9Q-CDI","Air Karibu","7","Kinshasa",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"08-FEB-1999","DC-9-32","MM62013","Italian AF","0","Moskva-Vnuko...",NA,NA,"O1",1,"1999",11509304096,11509304096,11509304096
"08-FEB-1999","DHC-8-311Q Dash 8","B-15237","Uni Air","0","Kinmen-Shang...",NA,NA,"H2",1,"1999",11509304096,11509304096,11509304096
"08-FEB-1999","Beech 1900D","N148SK","Skyway Airlines","0","Milwaukee, WI",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"11-FEB-1999","Beech 1900C-1","N31240","ACE Air Cargo","0","Saint Mary's...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"12-FEB-1999","Beech C99","N205RA","Ameriflight","1","Bishop Airpo...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"12-FEB-1999","Airbus A320-211","F-GJVG","Air France","0","Grenouillet",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"14-FEB-1999","Hawker Siddeley HS-748","9L-LBG","748 Air Services","0","Foxtrot Airs...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"16-FEB-1999","Grumman G-1159 Gulfstream II SP","N711TE","Trans-Exec Air Service","0","Los Angeles-...",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"18-FEB-1999","Mitusbishi Mu-300 Diamond IA","N110DS","Delta Star Inc.","0","Columbus Air...",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"19-FEB-1999","Beech 1900D","D-CBSF","Avanti Air","0","Frankfurt In...",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"22-FEB-1999","Boeing 757-232","N682DA","Delta Air Lines","0","Cincinnati/N...",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"24-FEB-1999","Tupolev Tu-154M","B-2622","China Southwest","61","Ruian",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"24-FEB-1999","MD-88","LV-VBY","Aerolineas Argentinas","0","Buenos Aires...",NA,NA,"O1",1,"1999",11509304096,11509304096,11509304096
"25-FEB-1999","Dornier 328-110","D-CPRR","Minerva Airlines, op.for Alitalia","4","Genoa-Cristo...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"27-FEB-1999","Beech B100 King Air","C-GBTS","Crown Charter Services","0","Muskoka Airp...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"01-MAR-1999","Lockheed L-188AF Electra","N285F","Renown Aviation, op.for Channel Express","0","Shannon Airp...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"02-MAR-1999","Airbus A320","","Air France","0","Paris-Charle...",NA,NA,"H2",1,"1999",11509304096,11509304096,11509304096
"04-MAR-1999","Boeing 737-228","F-GBYA","Air France","0","Biarritz Par...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"04-MAR-1999","Douglas DC-9-15F","N195US","USA Jet Airlines","0","Kansas City ...",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"05-MAR-1999","Boeing 747-2B3F (SCD)","F-GPAN","Air France","0","Chennai Airp...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"05-MAR-1999","Swearingen SA226-TC Metro II","N151SA","Superior Aviation","0","Denver Inter...",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"05-MAR-1999","Swearingen SA226-TC Metro II","N328BA","Superior Aviation","0","Denver Inter...",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"07-MAR-1999","Antonov An-32","K2673","Indian AF","18+ 3","Delhi-Indira...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"12-MAR-1999","Boeing 737-377","VH-CZL","Ansett Australia","0","Melbourne-Tu...",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"15-MAR-1999","DC-9-83 (MD-83)","HL7570","Korean Air","0","Pohang Airpo...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"16-MAR-1999","ATR 42-320","PT-MFI","Pantanal","0","Mucuri Airpo...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"18-MAR-1999","Douglas DC-3C","HK-337","ALIANSA Colombia","8","Tame",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"19-MAR-1999","DHC-6 Twin Otter 300","C-FWLQ","Provincial Airlines","1","Davis Inlet ...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"20-MAR-1999","Yakovlev Yak-40","RA-87587","Cheboksary Aviation Enterprise, op.for GEASA","0","Bata Airport...",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"24-MAR-1999","Airbus A300C4-620","A6-PFD","UAE Government","0","Rhodes-Diago...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"30-MAR-1999","Learjet 35A","N508GP","Piedmont Hawthorne","0","Rogers, AR",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"30-MAR-1999","Embraer EMB-110P1 Bandeirante","PT-LNW","META","0","Tapauá Airpo...",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"30-MAR-1999","Fokker F-28 Fellowship 4000","P2-AND","Air Niugini","0","Goroka Airpo...",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"05-APR-1999","DHC-6 Twin Otter 200","N838MA","Carib-Air Cargo","0","Palm Beach-P...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"07-APR-1999","Boeing 737-4Q8","TC-JEP","THY","6","Ceyhan",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"07-APR-1999","Learjet 24D","PT-LEM","Manacá Táxi Aéreo","5","Ribeirão Pre...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"07-APR-1999","Boeing KC-135R Stratotanker","57-1418","USAF","0","Oklahoma Cit...",NA,NA,"O1",1,"1999",11509304096,11509304096,11509304096
"08-APR-1999","DHC-6 Twin Otter 300","HK-2760","Aerotaca","5","Málaga Airport",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"12-APR-1999","Fokker 50","PH-MXT","Avianca","0","Simiti",NA,NA,"H2",1,"1999",11509304096,11509304096,11509304096
"12-APR-1999","Saab 340B","N347BE","Business Express","0","Boston-Logan...",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"14-APR-1999","Beech A100 King Air","PT-LZA","Jet Sul Táxi Aéreo","0","Irati, PR",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"15-APR-1999","MD-11F","HL7373","Korean Air","3+ 5","Shanghai-Hon...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"17-APR-1999","Beech Beechjet 400A","N400VG","Pacific Aeromotive","0","Beckley Airp...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"22-APR-1999","Let L-410UVP","YV-956C","Hélica","0","Clesy",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"22-APR-1999","Boeing 727-23","ZS-IJE","Million Air Charter, op.for Zimbabwe Express Airlines","0","Johannesburg",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"23-APR-1999","DHC-6 Twin Otter 200","N719AS","Samoa Aviation","0","Fituita Airp...",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"01-MAY-1999","DHC-5D Buffalo","207","Kenyan AF","0+ 1","Mandera Airp...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"01-MAY-1999","DHC-3 Otter","C-FASV","Points North Air Services","0","Waterfound L...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"08-MAY-1999","DHC-6 Twin Otter 300","YJ-RV9","Vanair","7","Port Vila",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"10-MAY-1999","Boeing 737-247","B-12001","Mexican AF","0","Loma Bonita ...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"12-MAY-1999","Antonov An-26","D2-FBN","Volga Atlantic Airlines, op.for Avita","0","Luzamba",NA,NA,"C1",1,"1999",11509304096,11509304096,11509304096
"14-MAY-1999","Beech B100 King Air","N924RM","Private","0","Hickory Airp...",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"16-MAY-1999","Antonov An-2R","SP-WLI","ZUA","0","Naser Abad",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"17-MAY-1999","Boeing 737-2A6","CC-CYR","LADECO","0","Santiago-Art...",NA,NA,"O1",1,"1999",11509304096,11509304096,11509304096
"17-MAY-1999","Curtiss C-46F","CP-1319","CAMBA","0","El Paraiso R...",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"17-MAY-1999","Beech 99A","N133BA","Bemidji Airlines","0","Bemidji Airp...",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"19-MAY-1999","Yakovlev Yak-40","TL-ACO","Centrafrican Airlines","0","Berbérati Ai...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"22-MAY-1999","Antonov An-2T","70301","Serbian Air Force","0","Leskovac",NA,NA,"C1",1,"1999",11509304096,11509304096,11509304096
"22-MAY-1999","Antonov An-2T","70374","Serbian Air Force","0","Leskovac",NA,NA,"C1",1,"1999",11509304096,11509304096,11509304096
"22-MAY-1999","Antonov An-2T","70375","Serbian Air Force","0","Leskovac",NA,NA,"C1",1,"1999",11509304096,11509304096,11509304096
"24-MAY-1999","DHC-4A Caribou","M21-05","Royal Malaysian AF","5","Kuching Airp...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"29-MAY-1999","Let L-410UVP-E","5Y-LET","Malindi Air Services","2","Ol Kiombo",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"01-JUN-1999","DC-9-82 (MD-82)","N215AA","American Airlines","11","Little Rock ...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"03-JUN-1999","Antonov An-32","","Sudan AF","50","Khartoum",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"09-JUN-1999","Boeing 737-3Y0","B-2525","China Southern","0","Zhanjiang Ai...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"09-JUN-1999","BN-2A-21 Islander","RP-C471","Pacific Airways","1","Coron Airpor...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"11-JUN-1999","Lockheed Hercules C.1 (C-130K)","XV298","RAF","0","Kukes",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"12-JUN-1999","Boeing 737","","Xiamen Airlines","0","",NA,NA,"H2",1,"1999",11509304096,11509304096,11509304096
"14-JUN-1999","Beech A100 King Air","C-GASW","Thunder Airlines","0","Thunder Bay ...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"17-JUN-1999","Embraer EMB-110P2 Bandeirante","P2-ALX","Airlink","17","Goroka",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"19-JUN-1999","Harbin Yunshuji Y-11","B-3886","Xinjiang General Aviation","","Xinjiang Pro...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"22-JUN-1999","CASA C-212 Aviocar 100","F-GOBP","Boogie Performance","2","Agen-La Gare...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"22-JUN-1999","Antonov An-2T","LY-ASA","private","0","Porthcurno A...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"25-JUN-1999","DHC-3 Otter","C-FIFP","Blue Water Aviation Services","1","Long Haul La...",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"30-JUN-1999","Beech 99","D-IBEX","Nightexpress","2","Seraing",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"30-JUN-1999","BN-2T Islander AL.1","ZG994","British Army","0","Middle Wallop",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"??-JUN-1999","Tupolev Tu-154M","RA-85795","Unknown","0","Chengdu Airp...",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"01-JUL-1999","Antonov An-12B","TN-AFR","Savanair (Angola)","1","Luzamba",NA,NA,"C1",1,"1999",11509304096,11509304096,11509304096
"01-JUL-1999","Learjet 60","N219FX","Bombardier Business Jet Solutions","0","Hyannis-Barn...",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"02-JUL-1999","Fokker F-27 Friendship 600","XY-AEO","Myanma Airways","8","Sittwe-Civil...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"04-JUL-1999","Douglas DC-6A","HK-1776","LANC Colombia","4","Villavicenci...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"07-JUL-1999","Boeing 727-243F","VT-LCI","Hinduja","5","Kathmandu-Tr...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"09-JUL-1999","Hawker Siddeley HS-125-1A-522","XA-TAL","Aero Jet Express","4","Toluca Airpo...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"15-JUL-1999","Airbus A300B4-605R","N80057","American Airlines","0","New York-Joh...",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"20-JUL-1999","Cessna 208B Grand Caravan","YN-CED","La Costena","16","Bluefields",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"23-JUL-1999","Boeing 747-481D","JA8966","All Nippon","1","Tokyo",NA,NA,"H2",1,"1999",11509304096,11509304096,11509304096
"23-JUL-1999","DHC-7-102 (O-5A)","N5382W","US Army","7","Orito",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"24-JUL-1999","Embraer EMB-110P1 Bandeirante","DQ-AFN","Air Fiji","17","Delailasakau",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"26-JUL-1999","Ilyushin Il-76TD","RA-76819","Elf Air","0","Irkutsk Airp...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"26-JUL-1999","Let L-410UVP-E9","5H-PAB","Precision Air","0","Arusha Airpo...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"28-JUL-1999","Swearingen SA227-AC Metro III","SX-BGG","Kal Aviation","0","Rhodes/Parad...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"28-JUL-1999","Hawker Siddeley HS-748","TN-AGA","Air Espace","0","Brazzaville",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"29-JUL-1999","Boeing 747-269B","N707CK","Kitty Hawk International","0","Anchorage In...",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"30-JUL-1999","Beech 1900D","YV-466C","Avior","0","Arauca-Santi...",NA,NA,"H2",1,"1999",11509304096,11509304096,11509304096
"??-JUL-1999","Curtiss C-46A","CP-746","SAO","0","",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"06-AUG-1999","DHC-6 Twin Otter 300","PK-NUU","Merpati Nusantara","0","Ilaga Airpor...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"07-AUG-1999","Dornier 228-201","D4-CBC","Cabo Verde Coast Guard, op.for TACV","18","Santo Antão ...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"07-AUG-1999","DHC-6 Twin Otter 300","N288SA","Seaborne Aviation","0","Ketchikan-Wa...",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"07-AUG-1999","DHC-6 Twin Otter 300","N224SA","Seaborne Aviation","0","Ketchikan-Wa...",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"07-AUG-1999","DC-10-10F","N68058","FedEx","0","Memphis Inte...",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"10-AUG-1999","Breguet 1150 Atlantic","91","Pakistan Navy","16","Ran of Kutch",NA,NA,"C1",1,"1999",11509304096,11509304096,11509304096
"12-AUG-1999","Beech 1900D","C-FLIH","Regionnair","1","Sept-Îles Ai...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"13-AUG-1999","Cessna 208 Caravan I","N193GE","Greystoke Engineering Inc","0","Hillsborough...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"13-AUG-1999","Fokker F-28 Fellowship 1000","XY-ADU","Myanma Airways","0","Yangon-Minga...",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"14-AUG-1999","Boeing 707-351C","ST-ANP","TAAT","0","Juba Airport...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"16-AUG-1999","Swearingen SA227-AC Metro III","N2671V","Merlin Express","0","San Antonio ...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"16-AUG-1999","Canadair CL-600 Challenger 600","N63HJ","Hop-A-Jet Inc","0","Fort Lauderd...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"17-AUG-1999","DHC-6 Twin Otter 300","9XR-KD","Alliance Air Express","0","Lobutu",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"17-AUG-1999","Beech Hawker BH-125-600A","N454DP","DP Air","0","Las Vegas-Mc...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"20-AUG-1999","DHC-3T Vazar Turbine Otter","N888KA","Ketchum Air Service","0","Port Alswort...",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"22-AUG-1999","MD-11","B-150","China Airlines","3","Hong Kong-Ch...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"24-AUG-1999","MD-90-30","B-17912","Uni Air","1","Hualien Airp...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"25-AUG-1999","Boeing 737-8B6","CN-RNJ","RAM","0","Barcelona Ai...",NA,NA,"H2",1,"1999",11509304096,11509304096,11509304096
"26-AUG-1999","Yakovlev Yak-40","UK-87848","Uzbekistan Airways","2","Turtkul Airport",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"27-AUG-1999","Learjet 35","N90WR","FS Air Service","0","Gulkana Airp...",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"28-AUG-1999","DHC-6 Twin Otter","","MAF PNG","0","Kopiago, Fugwa",NA,NA,"H2",1,"1999",11509304096,11509304096,11509304096
"29-AUG-1999","Learjet 35A","N350JF","Corporate Jets","2","Adwa",NA,NA,"C1",1,"1999",11509304096,11509304096,11509304096
"30-AUG-1999","Douglas C-117D Super DC-3","RP-C473","Mabuhay Airways","0","Santa Rosa",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"31-AUG-1999","Boeing 737-204C","LV-WRZ","LAPA","63+ 2","Buenos Aires...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"??-AUG-1999","Curtiss C-46D","CP-1655","SAO","0","La Paz-El Al...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"05-SEP-1999","BAe-748","9N-AEG","Necon Air","15","Kathmandu-Tr...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"07-SEP-1999","DHC-7-102","5N-EMP","Skyline","0","Port Harcour...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"09-SEP-1999","DC-9-31","N993Z","TWA","0","Nashville Me...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"09-SEP-1999","Beech 200 Super King Air","F-GIAL","Alsair","0","Caen-Carpiqu...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"10-SEP-1999","Beech 1900D","VH-NTL","QantasLink/Impulse","0","Newcastle-Wi...",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"12-SEP-1999","Boeing 737-3T0","N17356","Continental Air Lines","0","West Palm Be...",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"14-SEP-1999","Boeing 757-204","G-BYAG","Britannia Airways","0","Gerona-Costa...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"14-SEP-1999","Embraer EMB-110 Bandeirante","PT-ODK","Norte Jet Táxi Aéreo","2","Monte Dourad...",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"14-SEP-1999","Dassault Falcon 900B","SX-ECH","Hellenic AF, op.for Olympic Airways","7","FIR Bucharest",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"17-SEP-1999","Lockheed C-130A Hercules","3610","Mexican AF","5","Mount Hidalgo",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"18-SEP-1999","Shorts 330-200","G-SSWU","Streamline Aviation","0","London-Luton...",NA,NA,"O1",1,"1999",11509304096,11509304096,11509304096
"19-SEP-1999","Beech 200 Super King Air","YV-385CP","Compania Aerospace de Venezuela","2","Bimini",NA,NA,"A1",1,"1999",11509304096,11509304096,11509304096
"21-SEP-1999","Beech 200 Super King Air","5Y-BIW","Private","","Nairobi-Wils...",NA,NA,"U1",1,"1999",11509304096,11509304096,11509304096
"23-SEP-1999","Tupolev Tu-134A","RA-65626","Vaynakhavia","0","Groznyy Airp...",NA,NA,"O1",1,"1999",11509304096,11509304096,11509304096
"23-SEP-1999","Boeing 747-438","VH-OJH","Qantas","0","Bangkok Inte...",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
"24-SEP-1999","Learjet 36A","OE-GMD","Ärzteflugambulanz","0","Tulln/Langen...",NA,NA,"A2",1,"1999",11509304096,11509304096,11509304096
