"date","type","total_occurence","total_fatality","average_fatality","location","year"
"05-APR-1979","Douglas C-47A (DC-3)",1274,2542,2,"","1979"
"18-JAN-1980","Douglas C-47A (DC-3)",1274,2542,2,"Sri Racha","1980"
"18-DEC-1980","Douglas C-47A (DC-3)",1274,2542,2,"Marandellas","1980"
"09-DEC-1981","Douglas C-47A (DC-3)",1274,2542,2,"Anamur","1981"
"22-SEP-1984","Douglas C-47A (DC-3)",1274,2542,2,"Surin","1984"
"17-JAN-1985","Douglas C-47A (DC-3)",1274,2542,2,"Lop Buri Air...","1985"
"10-DEC-1985","Douglas C-47A (DC-3)",1274,2542,2,"Swartkop Air...","1985"
"10-JUL-1986","Douglas C-47A (DC-3)",1274,2542,2,"Chimoio Airp...","1986"
"25-SEP-1987","Douglas C-47A (DC-3)",1274,2542,2,"Ankara-Etime...","1987"
"09-MAY-1994","Douglas C-47A (DC-3)",1274,2542,2,"Bloemspruit ...","1994"
"01-AUG-1994","Douglas C-47A (DC-3)",1274,2542,2,"Eskisehir Ai...","1994"
"18-JUL-1995","Douglas C-47A (DC-3)",1274,2542,2,"Antananarivo...","1995"
"31-AUG-1944","Douglas C-47B (DC-3)",375,953,2.54,"Sariaya, Quezon","1944"
"09-SEP-1944","Douglas C-47B (DC-3)",375,953,2.54,"Dinjan","1944"
"12-SEP-1944","Douglas C-47B (DC-3)",375,953,2.54,"South Plains...","1944"
"15-SEP-1944","Douglas C-47B (DC-3)",375,953,2.54,"San Rafael-H...","1944"
"16-SEP-1944","Douglas C-47B (DC-3)",375,953,2.54,"unknown","1944"
"17-SEP-1944","Douglas C-47B (DC-3)",375,953,2.54,"Son","1944"
"19-SEP-1944","Douglas C-47B (DC-3)",375,953,2.54,"Best","1944"
"23-SEP-1944","Douglas C-47B (DC-3)",375,953,2.54,"Oisterwijk","1944"
"24-SEP-1944","Douglas C-47B (DC-3)",375,953,2.54,"unknown","1944"
"27-SEP-1944","Douglas C-47B (DC-3)",375,953,2.54,"Aachen","1944"
"28-SEP-1944","Douglas C-47B (DC-3)",375,953,2.54,"Hendon Airpo...","1944"
"28-SEP-1944","Douglas C-47B (DC-3)",375,953,2.54,"Grove USAAF ...","1944"
"04-OCT-1944","Douglas C-47B (DC-3)",375,953,2.54,"Nagaon","1944"
"07-OCT-1944","Douglas C-47B (DC-3)",375,953,2.54,"Narsarsuaq","1944"
"09-OCT-1944","Douglas C-47B (DC-3)",375,953,2.54,"Atlantic Ocean","1944"
"09-OCT-1944","Douglas C-47B (DC-3)",375,953,2.54,"Malden AAF, ...","1944"
"16-OCT-1944","Douglas C-47B (DC-3)",375,953,2.54,"El Fasher Ai...","1944"
"19-OCT-1944","Douglas C-47B (DC-3)",375,953,2.54,"","1944"
"27-OCT-1944","Douglas C-47B (DC-3)",375,953,2.54,"Digboi Mount...","1944"
"29-OCT-1944","Douglas C-47B (DC-3)",375,953,2.54,"Maupertuis A...","1944"
"30-OCT-1944","Douglas C-47B (DC-3)",375,953,2.54,"Bouley Bay H...","1944"
"07-NOV-1944","Douglas C-47B (DC-3)",375,953,2.54,"Mont Tournet...","1944"
"07-NOV-1944","Douglas C-47B (DC-3)",375,953,2.54,"Morotai Island","1944"
"10-NOV-1944","Douglas C-47B (DC-3)",375,953,2.54,"Grove RAF St...","1944"
"11-NOV-1944","Douglas C-47B (DC-3)",375,953,2.54,"Llyn Dulyn","1944"
"11-NOV-1944","Douglas C-47B (DC-3)",375,953,2.54,"Glendale, CA","1944"
"11-NOV-1944","Douglas C-47B (DC-3)",375,953,2.54,"unknown","1944"
"13-NOV-1944","Douglas C-47B (DC-3)",375,953,2.54,"North Sea ?","1944"
"16-NOV-1944","Douglas C-47B (DC-3)",375,953,2.54,"Placitas, NM","1944"
"23-NOV-1944","Douglas C-47B (DC-3)",375,953,2.54,"Atlantic Ocean","1944"
"25-NOV-1944","Douglas C-47B (DC-3)",375,953,2.54,"Blue Mounds, WI","1944"
"25-NOV-1944","Douglas C-47B (DC-3)",375,953,2.54,"USAAF Statio...","1944"
"26-NOV-1944","Douglas C-47B (DC-3)",375,953,2.54,"Liège","1944"
"26-NOV-1944","Douglas C-47B (DC-3)",375,953,2.54,"unknown","1944"
"27-NOV-1944","Douglas C-47B (DC-3)",375,953,2.54,"between Tacl...","1944"
"27-NOV-1944","Douglas C-47B (DC-3)",375,953,2.54,"unknown","1944"
"28-NOV-1944","Douglas C-47B (DC-3)",375,953,2.54,"Shinbweyang ...","1944"
"05-DEC-1944","Douglas C-47B (DC-3)",375,953,2.54,"Hixon RAF St...","1944"
"05-DEC-1944","Douglas C-47B (DC-3)",375,953,2.54,"San Pablo, L...","1944"
"07-DEC-1944","Douglas C-47B (DC-3)",375,953,2.54,"Kunming Airp...","1944"
"12-DEC-1944","Douglas C-47B (DC-3)",375,953,2.54,"Membury USAA...","1944"
"17-DEC-1944","Douglas C-47B (DC-3)",375,953,2.54,"Stafford","1944"
"21-DEC-1944","Douglas C-47B (DC-3)",375,953,2.54,"Hsian Airfield","1944"
"23-DEC-1944","Douglas C-47B (DC-3)",375,953,2.54,"Yunnanyi Air...","1944"
"23-DEC-1944","Douglas C-47B (DC-3)",375,953,2.54,"Marcouray","1944"
"23-DEC-1944","Douglas C-47B (DC-3)",375,953,2.54,"Laroche","1944"
"24-DEC-1944","Douglas C-47B (DC-3)",375,953,2.54,"Aldermaston-...","1944"
"25-DEC-1944","Douglas C-47B (DC-3)",375,953,2.54,"Quartzite, AZ","1944"
"26-DEC-1944","Douglas C-47B (DC-3)",375,953,2.54,"Bastogne","1944"
"28-DEC-1944","Douglas C-47B (DC-3)",375,953,2.54,"Lao Ho Kaw","1944"
"05-JAN-1945","Douglas C-47B (DC-3)",375,953,2.54,"Bourne","1945"
"06-JAN-1945","Douglas C-47B (DC-3)",375,953,2.54,"Saint-Dizier...","1945"
"08-JAN-1945","Douglas C-47B (DC-3)",375,953,2.54,"Lashio","1945"
"08-JAN-1945","Douglas C-47B (DC-3)",375,953,2.54,"Saint Joseph...","1945"
"08-JAN-1945","Douglas C-47B (DC-3)",375,953,2.54,"Rome AAB, NJ","1945"
"12-JAN-1945","Douglas C-47B (DC-3)",375,953,2.54,"unknown","1945"
"18-JAN-1945","Douglas C-47B (DC-3)",375,953,2.54,"Paris-Le Bou...","1945"
"18-JAN-1945","Douglas C-47B (DC-3)",375,953,2.54,"Hawaii","1945"
"18-JAN-1945","Douglas C-47B (DC-3)",375,953,2.54,"unknown","1945"
"18-JAN-1945","Douglas C-47B (DC-3)",375,953,2.54,"Ledo, Assam","1945"
"19-JAN-1945","Douglas C-47B (DC-3)",375,953,2.54,"Chanyi","1945"
"23-JAN-1945","Douglas C-47B (DC-3)",375,953,2.54,"Corsica ?","1945"
"23-JAN-1945","Douglas C-47B (DC-3)",375,953,2.54,"Namtu","1945"
"23-JAN-1945","Douglas C-47B (DC-3)",375,953,2.54,"unknown","1945"
"24-JAN-1945","Douglas C-47B (DC-3)",375,953,2.54,"Gore Field, MT","1945"
"25-JAN-1945","Douglas C-47B (DC-3)",375,953,2.54,"Biggin Hill ...","1945"
"28-JAN-1945","Douglas C-47B (DC-3)",375,953,2.54,"Panghkam","1945"
"02-FEB-1945","Douglas C-47B (DC-3)",375,953,2.54,"Schweich, Trier","1945"
"06-FEB-1945","Douglas C-47B (DC-3)",375,953,2.54,"","1945"
"06-FEB-1945","Douglas C-47B (DC-3)",375,953,2.54,"unknown","1945"
"07-FEB-1945","Douglas C-47B (DC-3)",375,953,2.54,"Chanyi","1945"
"07-FEB-1945","Douglas C-47B (DC-3)",375,953,2.54,"Hechi","1945"
"08-FEB-1945","Douglas C-47B (DC-3)",375,953,2.54,"Mapientien","1945"
"08-FEB-1945","Douglas C-47B (DC-3)",375,953,2.54,"Peishiyi","1945"
"09-FEB-1945","Douglas C-47B (DC-3)",375,953,2.54,"Mangshih","1945"
"09-FEB-1945","Douglas C-47B (DC-3)",375,953,2.54,"between Chih...","1945"
"09-FEB-1945","Douglas C-47B (DC-3)",375,953,2.54,"unknown","1945"
"11-FEB-1945","Douglas C-47B (DC-3)",375,953,2.54,"Tangmere Air...","1945"
"12-FEB-1945","Douglas C-47B (DC-3)",375,953,2.54,"Myitkyina So...","1945"
"15-FEB-1945","Douglas C-47B (DC-3)",375,953,2.54,"Vernouillet ...","1945"
"16-FEB-1945","Douglas C-47B (DC-3)",375,953,2.54,"Tabora","1945"
"19-FEB-1945","Douglas C-47B (DC-3)",375,953,2.54,"Wau Valley","1945"
"23-FEB-1945","Douglas C-47B (DC-3)",375,953,2.54,"Biak, Indonesia","1945"
"27-FEB-1945","Douglas C-47B (DC-3)",375,953,2.54,"Chanyi Airport","1945"
"04-MAR-1945","Douglas C-47B (DC-3)",375,953,2.54,"Compiègne/Ma...","1945"
"04-MAR-1945","Douglas C-47B (DC-3)",375,953,2.54,"Lawrencevill...","1945"
"06-MAR-1945","Douglas C-47B (DC-3)",375,953,2.54,"unknown","1945"
"11-MAR-1945","Douglas C-47B (DC-3)",375,953,2.54,"Angeles City...","1945"
"12-MAR-1945","Douglas C-47B (DC-3)",375,953,2.54,"unknown","1945"
"14-MAR-1945","Douglas C-47B (DC-3)",375,953,2.54,"Angeles City...","1945"
"19-MAR-1945","Douglas C-47B (DC-3)",375,953,2.54,"Pachung","1945"
"23-MAR-1945","Douglas C-47B (DC-3)",375,953,2.54,"Kunming","1945"
"26-MAR-1945","Douglas C-47B (DC-3)",375,953,2.54,"Tanauan, Ley...","1945"
"29-MAR-1945","Douglas C-47B (DC-3)",375,953,2.54,"Pomigliano A...","1945"
"31-MAR-1945","Douglas C-47B (DC-3)",375,953,2.54,"Bovingdon RA...","1945"
"31-MAR-1945","Douglas C-47B (DC-3)",375,953,2.54,"unknown","1945"
"31-MAR-1945","Douglas C-47B (DC-3)",375,953,2.54,"Barreiras, BA","1945"
"01-APR-1945","Douglas C-47B (DC-3)",375,953,2.54,"Kunming-Wuji...","1945"
"02-APR-1945","Douglas C-47B (DC-3)",375,953,2.54,"Muse Airfield","1945"
"02-APR-1945","Douglas C-47B (DC-3)",375,953,2.54,"Kutkai","1945"
"04-APR-1945","Douglas C-47B (DC-3)",375,953,2.54,"Bonn","1945"
"06-APR-1945","Douglas C-47B (DC-3)",375,953,2.54,"unknown","1945"
"06-APR-1945","Douglas C-47B (DC-3)",375,953,2.54,"Muse Airfield","1945"
"06-APR-1945","Douglas C-47B (DC-3)",375,953,2.54,"Limburg","1945"
"06-APR-1945","Douglas C-47B (DC-3)",375,953,2.54,"Dinjan Airfield","1945"
"09-APR-1945","Douglas C-47B (DC-3)",375,953,2.54,"Chanyi","1945"
"11-APR-1945","Douglas C-47B (DC-3)",375,953,2.54,"Bretigny (A-48)","1945"
"12-APR-1945","Douglas C-47B (DC-3)",375,953,2.54,"unknown","1945"
"13-APR-1945","Douglas C-47B (DC-3)",375,953,2.54,"Wenigenlupni...","1945"
"13-APR-1945","Douglas C-47B (DC-3)",375,953,2.54,"Peleliu Airf...","1945"
"14-APR-1945","Douglas C-47B (DC-3)",375,953,2.54,"Barreiras, BA","1945"
"16-APR-1945","Douglas C-47B (DC-3)",375,953,2.54,"Eisfeld Adva...","1945"
"19-APR-1945","Douglas C-47B (DC-3)",375,953,2.54,"Lashio Airpo...","1945"
"21-APR-1945","Douglas C-47B (DC-3)",375,953,2.54,"Bonn","1945"
"21-APR-1945","Douglas C-47B (DC-3)",375,953,2.54,"Attu Island-...","1945"
"23-APR-1945","Douglas C-47B (DC-3)",375,953,2.54,"Manila Airpo...","1945"
"24-APR-1945","Douglas C-47B (DC-3)",375,953,2.54,"unknown","1945"
"25-APR-1945","Douglas C-47B (DC-3)",375,953,2.54,"Angeles City","1945"
"30-APR-1945","Douglas C-47B (DC-3)",375,953,2.54,"unknown","1945"
"05-MAY-1945","Douglas C-47B (DC-3)",375,953,2.54,"Chanyi","1945"
"06-MAY-1945","Douglas C-47B (DC-3)",375,953,2.54,"Landau Ebenb...","1945"
"09-MAY-1945","Douglas C-47B (DC-3)",375,953,2.54,"Toul-Rosière...","1945"
"12-MAY-1945","Douglas C-47B (DC-3)",375,953,2.54,"Cordelia, CA","1945"
"13-MAY-1945","Douglas C-47B (DC-3)",375,953,2.54,"Irian Jaya","1945"
"13-MAY-1945","Douglas C-47B (DC-3)",375,953,2.54,"Ledo","1945"
"13-MAY-1945","Douglas C-47B (DC-3)",375,953,2.54,"Ledo","1945"
"15-MAY-1945","Douglas C-47B (DC-3)",375,953,2.54,"Kachin State","1945"
"20-MAY-1945","Douglas C-47B (DC-3)",375,953,2.54,"Kharagpur","1945"
"22-MAY-1945","Douglas C-47B (DC-3)",375,953,2.54,"Nanhua","1945"
"24-MAY-1945","Douglas C-47B (DC-3)",375,953,2.54,"Okinawa-Yont...","1945"
"27-MAY-1945","Douglas C-47B (DC-3)",375,953,2.54,"unknown","1945"
"29-MAY-1945","Douglas C-47B (DC-3)",375,953,2.54,"Mayaguana Is...","1945"
"30-MAY-1945","Douglas C-47B (DC-3)",375,953,2.54,"Meiktila","1945"
"30-MAY-1945","Douglas C-47B (DC-3)",375,953,2.54,"Drewin","1945"
"01-JUN-1945","Douglas C-47B (DC-3)",375,953,2.54,"Longreach Ai...","1945"
"03-JUN-1945","Douglas C-47B (DC-3)",375,953,2.54,"Bogotá-Techo...","1945"
"08-JUN-1945","Douglas C-47B (DC-3)",375,953,2.54,"between Tacl...","1945"
"16-JUN-1945","Douglas C-47B (DC-3)",375,953,2.54,"Fort Hertz (...","1945"
"18-JUN-1945","Douglas C-47B (DC-3)",375,953,2.54,"unknown","1945"
"21-JUN-1945","Douglas C-47B (DC-3)",375,953,2.54,"Khamti","1945"
"22-JUN-1945","Douglas C-47B (DC-3)",375,953,2.54,"Irian Jaya","1945"
"23-JUN-1945","Douglas C-47B (DC-3)",375,953,2.54,"Myitkyina","1945"
"27-JUN-1945","Douglas C-47B (DC-3)",375,953,2.54,"Sydney-Masco...","1945"
"28-JUN-1945","Douglas C-47B (DC-3)",375,953,2.54,"Peishiyi Air...","1945"
"05-JUL-1945","Douglas C-47B (DC-3)",375,953,2.54,"Nanning","1945"
"05-JUL-1945","Douglas C-47B (DC-3)",375,953,2.54,"Paris-Orly A...","1945"
"06-JUL-1945","Douglas C-47B (DC-3)",375,953,2.54,"Espiritu San...","1945"
"06-JUL-1945","Douglas C-47B (DC-3)",375,953,2.54,"Wichita Muni...","1945"
"08-JUL-1945","Douglas C-47B (DC-3)",375,953,2.54,"Pretoria","1945"
"10-JUL-1945","Douglas C-47B (DC-3)",375,953,2.54,"Bagabag","1945"
"19-JUL-1945","Douglas C-47B (DC-3)",375,953,2.54,"Luliang","1945"
"24-JUL-1945","Douglas C-47B (DC-3)",375,953,2.54,"Nanning Airp...","1945"
"25-JUL-1945","Douglas C-47B (DC-3)",375,953,2.54,"Mengsha","1945"
"26-JUL-1945","Douglas C-47B (DC-3)",375,953,2.54,"Nanning Airp...","1945"
"27-JUL-1945","Douglas C-47B (DC-3)",375,953,2.54,"Myitkyina","1945"
"31-JUL-1945","Douglas C-47B (DC-3)",375,953,2.54,"unknown","1945"
"09-AUG-1945","Douglas C-47B (DC-3)",375,953,2.54,"Liangshan","1945"
"29-AUG-1945","Douglas C-47B (DC-3)",375,953,2.54,"Luliang","1945"
"04-SEP-1945","Douglas C-47B (DC-3)",375,953,2.54,"Luliang","1945"
"09-SEP-1945","Douglas C-47B (DC-3)",375,953,2.54,"Pitu/Morotai...","1945"
"12-SEP-1945","Douglas C-47B (DC-3)",375,953,2.54,"unknown","1945"
"15-SEP-1945","Douglas C-47B (DC-3)",375,953,2.54,"Kansas City-...","1945"
"17-SEP-1945","Douglas C-47B (DC-3)",375,953,2.54,"Atsugi","1945"
"18-SEP-1945","Douglas C-47B (DC-3)",375,953,2.54,"Puncak Jaya","1945"
"18-SEP-1945","Douglas C-47B (DC-3)",375,953,2.54,"unknown","1945"
"24-SEP-1945","Douglas C-47B (DC-3)",375,953,2.54,"between Vanu...","1945"
"27-SEP-1945","Douglas C-47B (DC-3)",375,953,2.54,"Hsian","1945"
"28-SEP-1945","Douglas C-47B (DC-3)",375,953,2.54,"between Lian...","1945"
"29-SEP-1945","Douglas C-47B (DC-3)",375,953,2.54,"Hsian","1945"
"30-SEP-1945","Douglas C-47B (DC-3)",375,953,2.54,"Aomori Field","1945"
"01-OCT-1945","Douglas C-47B (DC-3)",375,953,2.54,"Wiesensteig","1945"
"05-OCT-1945","Douglas C-47B (DC-3)",375,953,2.54,"between Kunm...","1945"
"10-OCT-1945","Douglas C-47B (DC-3)",375,953,2.54,"unknown","1945"
"12-OCT-1945","Douglas C-47B (DC-3)",375,953,2.54,"Calcutta-Dum...","1945"
"13-OCT-1945","Douglas C-47B (DC-3)",375,953,2.54,"Dívcí kameny...","1945"
"13-OCT-1945","Douglas C-47B (DC-3)",375,953,2.54,"between Okin...","1945"
"13-OCT-1945","Douglas C-47B (DC-3)",375,953,2.54,"unknown","1945"
"21-OCT-1945","Douglas C-47B (DC-3)",375,953,2.54,"Anchorage, AK","1945"
"22-OCT-1945","Douglas C-47B (DC-3)",375,953,2.54,"Manila","1945"
"23-OCT-1945","Douglas C-47B (DC-3)",375,953,2.54,"","1945"
"23-OCT-1945","Douglas C-47B (DC-3)",375,953,2.54,"","1945"
"27-OCT-1945","Douglas C-47B (DC-3)",375,953,2.54,"Pennville, IN","1945"
"02-NOV-1945","Douglas C-47B (DC-3)",375,953,2.54,"unknown","1945"
"25-NOV-1945","Douglas C-47B (DC-3)",375,953,2.54,"unknown","1945"
"27-NOV-1945","Douglas C-47B (DC-3)",375,953,2.54,"Bruas","1945"
"28-NOV-1945","Douglas C-47B (DC-3)",375,953,2.54,"Auburn, CA","1945"
"03-DEC-1945","Douglas C-47B (DC-3)",375,953,2.54,"Carlos Pelle...","1945"
"04-DEC-1945","Douglas C-47B (DC-3)",375,953,2.54,"","1945"
"08-DEC-1945","Douglas C-47B (DC-3)",375,953,2.54,"Billings Mun...","1945"
"12-DEC-1945","Douglas C-47B (DC-3)",375,953,2.54,"Wama Airstrip","1945"
"14-DEC-1945","Douglas C-47B (DC-3)",375,953,2.54,"Heraklion Field","1945"
"19-DEC-1945","Douglas C-47B (DC-3)",375,953,2.54,"Timor Sea","1945"
"25-DEC-1945","Douglas C-47B (DC-3)",375,953,2.54,"Ontario, CA","1945"
"30-DEC-1945","Douglas C-47B (DC-3)",375,953,2.54,"unknown","1945"
"02-JAN-1946","Douglas C-47B (DC-3)",375,953,2.54,"Canton","1946"
"11-JAN-1946","Douglas C-47B (DC-3)",375,953,2.54,"San Jose","1946"
"28-JAN-1946","Douglas C-47B (DC-3)",375,953,2.54,"","1946"
"31-JAN-1946","Douglas C-47B (DC-3)",375,953,2.54,"unknown","1946"
"31-JAN-1946","Douglas C-47B (DC-3)",375,953,2.54,"unknown","1946"
"15-FEB-1946","Douglas C-47B (DC-3)",375,953,2.54,"Orlando, FL","1946"
"19-FEB-1946","Douglas C-47B (DC-3)",375,953,2.54,"Sanborn, NY","1946"
"25-FEB-1946","Douglas C-47B (DC-3)",375,953,2.54,"Tacloban Air...","1946"
"16-MAR-1946","Douglas C-47B (DC-3)",375,953,2.54,"Zirc","1946"
"19-MAR-1946","Douglas C-47B (DC-3)",375,953,2.54,"Hobard Mills...","1946"
"20-MAR-1946","Douglas C-47B (DC-3)",375,953,2.54,"Seoul-Gimpo ...","1946"
"23-MAR-1946","Douglas C-47B (DC-3)",375,953,2.54,"Banahao Moun...","1946"
"29-MAR-1946","Douglas C-47B (DC-3)",375,953,2.54,"Goose Bay, NL","1946"
"08-APR-1946","Douglas C-47B (DC-3)",375,953,2.54,"Shensi","1946"
"08-APR-1946","Douglas C-47B (DC-3)",375,953,2.54,"Shanghai-Jia...","1946"
"07-MAY-1946","Douglas C-47B (DC-3)",375,953,2.54,"Manila-Nicho...","1946"
"17-MAY-1946","Douglas C-47B (DC-3)",375,953,2.54,"Birmani Para...","1946"
"04-JUN-1946","Douglas C-47B (DC-3)",375,953,2.54,"Aguadilla-Ra...","1946"
"07-JUN-1946","Douglas C-47B (DC-3)",375,953,2.54,"Agadir","1946"
"12-JUN-1946","Douglas C-47B (DC-3)",375,953,2.54,"Samar Field","1946"
"14-JUN-1946","Douglas C-47B (DC-3)",375,953,2.54,"Kwangju Airs...","1946"
"25-JUN-1946","Douglas C-47B (DC-3)",375,953,2.54,"Swartkop Air...","1946"
"16-JUL-1946","Douglas C-47B (DC-3)",375,953,2.54,"Saishu Island","1946"
"18-JUL-1946","Douglas C-47B (DC-3)",375,953,2.54,"","1946"
"18-JUL-1946","Douglas C-47B (DC-3)",375,953,2.54,"Goodland, KS","1946"
"22-AUG-1946","Douglas C-47B (DC-3)",375,953,2.54,"Garmisch-Par...","1946"
"02-SEP-1946","Douglas C-47B (DC-3)",375,953,2.54,"Barrackpore ...","1946"
"03-SEP-1946","Douglas C-47B (DC-3)",375,953,2.54,"Big Delta, AK","1946"
"05-SEP-1946","Douglas C-47B (DC-3)",375,953,2.54,"Darwin, NT","1946"
"13-SEP-1946","Douglas C-47B (DC-3)",375,953,2.54,"Okinawa-Naha...","1946"
"02-OCT-1946","Douglas C-47B (DC-3)",375,953,2.54,"Hermosillo A...","1946"
"22-OCT-1946","Douglas C-47B (DC-3)",375,953,2.54,"Manila-Nicho...","1946"
"25-OCT-1946","Douglas C-47B (DC-3)",375,953,2.54,"El Paso-Bigg...","1946"
"01-NOV-1946","Douglas C-47B (DC-3)",375,953,2.54,"Taiden","1946"
"02-NOV-1946","Douglas C-47B (DC-3)",375,953,2.54,"Caribbean","1946"
"22-NOV-1946","Douglas C-47B (DC-3)",375,953,2.54,"Ohama Beach,...","1946"
"11-DEC-1946","Douglas C-47B (DC-3)",375,953,2.54,"unknown","1946"
"18-DEC-1946","Douglas C-47B (DC-3)",375,953,2.54,"Ferrara","1946"
"19-JAN-1947","Douglas C-47B (DC-3)",375,953,2.54,"An Cu, Annam","1947"
"23-JAN-1947","Douglas C-47B (DC-3)",375,953,2.54,"Seattle-Sand...","1947"
"09-FEB-1947","Douglas C-47B (DC-3)",375,953,2.54,"Manila-Nicho...","1947"
"20-FEB-1947","Douglas C-47B (DC-3)",375,953,2.54,"Offenbach","1947"
"19-MAR-1947","Douglas C-47B (DC-3)",375,953,2.54,"Aq Qaleh","1947"
"05-APR-1947","Douglas C-47B (DC-3)",375,953,2.54,"Decaturville...","1947"
"10-APR-1947","Douglas C-47B (DC-3)",375,953,2.54,"Dalbry","1947"
"04-MAY-1947","Douglas C-47B (DC-3)",375,953,2.54,"Saigon-Tan S...","1947"
"05-JUL-1947","Douglas C-47B (DC-3)",375,953,2.54,"Saigon","1947"
"15-JUL-1947","Douglas C-47B (DC-3)",375,953,2.54,"Saigon ?","1947"
"31-JUL-1947","Douglas C-47B (DC-3)",375,953,2.54,"Oslo-Fornebu...","1947"
"15-NOV-1947","Douglas C-47B (DC-3)",375,953,2.54,"Adak, AK","1947"
"28-NOV-1947","Douglas C-47B (DC-3)",375,953,2.54,"Trappa","1947"
"10-DEC-1947","Douglas C-47B (DC-3)",375,953,2.54,"Camp Springs...","1947"
"11-DEC-1947","Douglas C-47B (DC-3)",375,953,2.54,"Memphis, TN","1947"
"19-DEC-1947","Douglas C-47B (DC-3)",375,953,2.54,"Dilalongan","1947"
"27-JAN-1948","Douglas C-47B (DC-3)",375,953,2.54,"Montagne du ...","1948"
"26-FEB-1948","Douglas C-47B (DC-3)",375,953,2.54,"Swartkop Air...","1948"
"27-MAY-1948","Douglas C-47B (DC-3)",375,953,2.54,"Banton Rouge...","1948"
"20-JUL-1948","Douglas C-47B (DC-3)",375,953,2.54,"Marseille, F...","1948"
"22-JUL-1948","Douglas C-47B (DC-3)",375,953,2.54,"Indo-China","1948"
"25-JUL-1948","Douglas C-47B (DC-3)",375,953,2.54,"Berlin-Tempe...","1948"
"28-FEB-1949","Douglas C-47B (DC-3)",375,953,2.54,"Cerro Colorado","1949"
"06-JUN-1949","Douglas C-47B (DC-3)",375,953,2.54,"Florianópoli...","1949"
"22-JUN-1949","Douglas C-47B (DC-3)",375,953,2.54,"unknown","1949"
"16-JUL-1949","Douglas C-47B (DC-3)",375,953,2.54,"Mersa Matruh","1949"
"30-JAN-1950","Douglas C-47B (DC-3)",375,953,2.54,"Whitehorse A...","1950"
"31-JAN-1950","Douglas C-47B (DC-3)",375,953,2.54,"La Tinta","1950"
"11-MAR-1950","Douglas C-47B (DC-3)",375,953,2.54,"Hope, AR","1950"
"28-MAR-1950","Douglas C-47B (DC-3)",375,953,2.54,"Komaki Air B...","1950"
"26-APR-1950","Douglas C-47B (DC-3)",375,953,2.54,"Leon Springs...","1950"
"03-MAY-1950","Douglas C-47B (DC-3)",375,953,2.54,"Fairbanks-La...","1950"
"19-JUN-1950","Douglas C-47B (DC-3)",375,953,2.54,"Oklahoma Cit...","1950"
"13-JUL-1950","Douglas C-47B (DC-3)",375,953,2.54,"Taejon Air Base","1950"
"24-AUG-1950","Douglas C-47B (DC-3)",375,953,2.54,"Chinhae Air ...","1950"
"19-OCT-1950","Douglas C-47B (DC-3)",375,953,2.54,"Dhahran Airp...","1950"
"26-OCT-1950","Douglas C-47B (DC-3)",375,953,2.54,"Truckee, CA","1950"
"05-NOV-1950","Douglas C-47B (DC-3)",375,953,2.54,"Schofields, NSW","1950"
"11-NOV-1950","Douglas C-47B (DC-3)",375,953,2.54,"Emirdag","1950"
"16-NOV-1950","Douglas C-47B (DC-3)",375,953,2.54,"Hobsonville ...","1950"
"28-NOV-1950","Douglas C-47B (DC-3)",375,953,2.54,"Bandung","1950"
"06-DEC-1950","Douglas C-47B (DC-3)",375,953,2.54,"Su Won (K-13...","1950"
"27-DEC-1950","Douglas C-47B (DC-3)",375,953,2.54,"","1950"
"10-JAN-1951","Douglas C-47B (DC-3)",375,953,2.54,"Albuquerque, NM","1951"
"16-JAN-1951","Douglas C-47B (DC-3)",375,953,2.54,"Goose Bay Ai...","1951"
"05-MAR-1951","Douglas C-47B (DC-3)",375,953,2.54,"Okinawa-Kade...","1951"
"08-APR-1951","Douglas C-47B (DC-3)",375,953,2.54,"Charleston, WV","1951"
"31-MAY-1951","Douglas C-47B (DC-3)",375,953,2.54,"Griffin, GA","1951"
"12-JUL-1951","Douglas C-47B (DC-3)",375,953,2.54,"Dakar-Ouakam...","1951"
"02-AUG-1951","Douglas C-47B (DC-3)",375,953,2.54,"Saigon-Tan S...","1951"
"13-SEP-1951","Douglas C-47B (DC-3)",375,953,2.54,"unknown","1951"
"22-SEP-1951","Douglas C-47B (DC-3)",375,953,2.54,"","1951"
"01-NOV-1951","Douglas C-47B (DC-3)",375,953,2.54,"San Bernardi...","1951"
"19-NOV-1951","Douglas C-47B (DC-3)",375,953,2.54,"Kus Gölü (La...","1951"
"27-DEC-1951","Douglas C-47B (DC-3)",375,953,2.54,"Fukuoka-Itaz...","1951"
"12-JAN-1952","Douglas C-47B (DC-3)",375,953,2.54,"Fort Yukon, AK","1952"
"06-MAY-1952","Douglas C-47B (DC-3)",375,953,2.54,"Frobisher Ba...","1952"
"28-JUL-1952","Douglas C-47B (DC-3)",375,953,2.54,"St. Hubert R...","1952"
"27-OCT-1952","Douglas C-47B (DC-3)",375,953,2.54,"Cronulla, NSW","1952"
"20-JAN-1953","Douglas C-47B (DC-3)",375,953,2.54,"Indo-China","1953"
"28-JAN-1953","Douglas C-47B (DC-3)",375,953,2.54,"Strait of Ge...","1953"
"16-JUL-1953","Douglas C-47B (DC-3)",375,953,2.54,"Johannesburg...","1953"
"20-JUL-1953","Douglas C-47B (DC-3)",375,953,2.54,"Etah","1953"
"13-SEP-1953","Douglas C-47B (DC-3)",375,953,2.54,"Luluaba","1953"
